Label,VoxelCount,Volume,Subtracted_Volume,Volume_Delta,Centroid.X,Centroid.Y,Centroid.Z
1111,24239,24239,24232,7,293.926,659.080,50.786
1112,35534,35534,35534,0,962.134,674.146,56.121
1113,38243,38243,38243,0,890.869,672.204,54.452
1114,23065,23065,23065,0,208.979,691.452,53.277
1115,24314,24314,24284,30,557.321,705.998,56.174
1116,52263,52263,52145,118,529.638,739.799,55.757
1117,28542,28542,28542,0,243.625,760.176,54.047
1118,31496,31496,31496,0,311.925,830.641,56.034
1119,43918,43918,43905,13,791.866,918.325,56.241
1120,42468,42468,42366,102,336.231,965.442,57.381
1121,11259,11259,11259,0,672.508,7.250,56.666
1122,21421,21421,21406,15,1006.057,13.318,56.319
1123,27316,27316,27166,150,531.670,49.804,53.177
1124,24529,24529,24514,15,694.016,84.085,55.046
1125,52351,52351,52351,0,247.265,133.111,52.757
1126,30723,30723,30723,0,216.584,191.844,57.920
1127,19827,19827,19827,0,218.222,276.383,55.871
1128,23032,23032,23029,3,351.988,341.282,55.968
1129,23194,23194,23194,0,92.165,344.509,56.800
1130,34129,34129,34086,43,590.042,491.218,55.032
1131,35648,35648,35589,59,741.406,458.906,55.943
1132,30678,30678,30664,14,619.856,498.859,57.231
1133,5822,5822,5822,0,1017.951,519.475,50.460
1134,35611,35611,35602,9,851.689,573.799,56.755
1135,23447,23447,23447,0,67.468,579.332,55.541
1136,24338,24338,24338,0,96.266,705.314,53.624
1137,25908,25908,25908,0,237.926,723.136,54.864
1138,22125,22125,22125,0,342.793,718.917,53.978
1139,23093,23093,23093,0,297.696,763.850,54.160
1140,383,383,383,0,557.838,813.321,47.457
1141,1708,1708,1703,5,557.434,811.920,49.213
1142,18362,18362,18362,0,547.606,794.867,55.290
1143,24596,24596,24596,0,377.512,800.360,53.583
1144,48658,48658,48650,8,178.605,847.596,55.650
1145,20195,20195,20195,0,978.458,908.021,50.249
1146,30568,30568,30275,293,447.520,913.017,55.221
1147,18466,18466,18466,0,989.106,966.103,51.323
1148,1971,1971,1971,0,4.402,1014.194,43.930
1149,6189,6189,6189,0,400.211,4.264,51.730
1150,187,187,187,0,314.139,17.096,44.930
1151,35613,35613,35606,7,403.989,59.090,56.245
1152,25396,25396,25350,46,616.960,69.625,57.435
1153,27879,27879,27879,0,69.109,262.070,57.249
1154,34844,34844,34804,40,796.372,304.480,58.458
1155,32715,32715,32715,0,193.444,367.747,56.209
1156,38524,38524,38502,22,575.253,409.216,51.101
1157,17480,17480,17480,0,110.522,407.246,57.019
1158,23687,23687,23687,0,386.858,418.281,56.165
1159,25305,25305,25305,0,199.717,431.461,55.836
1160,27908,27908,27908,0,455.789,551.105,56.704
1161,26029,26029,26029,0,169.077,594.112,57.300
1162,22734,22734,22732,2,380.967,590.570,56.427
1163,34571,34571,34571,0,128.004,714.867,56.595
1164,29345,29345,29306,39,493.466,759.831,56.752
1165,17857,17857,17857,0,298.350,790.131,56.186
1166,6180,6180,6180,0,1018.844,798.275,51.754
1167,218,218,217,1,558.349,812.092,47.716
1168,24997,24997,24952,45,419.652,809.401,56.487
1169,29778,29778,29754,24,525.824,813.271,57.625
1170,23199,23199,23175,24,81.922,845.227,53.870
1171,21969,21969,21712,257,554.203,961.273,50.972
1172,19363,19363,19363,0,751.930,12.541,57.029
1173,22377,22377,22290,87,246.747,16.679,56.892
1174,23083,23083,23053,30,531.709,17.776,55.579
1175,33559,33559,33506,53,351.438,83.506,56.953
1176,24700,24700,24700,0,63.986,133.868,55.887
1177,31670,31670,31657,13,558.797,191.999,57.192
1178,37514,37514,37259,255,712.048,199.535,53.294
1179,35791,35791,35753,38,549.815,271.985,55.760
1180,26186,26186,26186,0,165.360,335.303,56.672
1181,14997,14997,14997,0,128.396,368.980,55.836
1182,21258,21258,21258,0,260.324,451.984,55.619
1183,3796,3796,3796,0,98.505,472.683,46.533
1184,485,485,485,0,678.431,496.676,48.880
1185,20059,20059,20048,11,159.998,554.200,55.968
1186,19780,19780,19780,0,255.262,570.947,56.887
1187,18199,18199,18198,1,1009.539,588.550,55.776
1188,27845,27845,27845,0,263.895,597.966,56.627
1189,20503,20503,20500,3,53.412,640.593,55.243
1190,19778,19778,19778,0,222.373,660.815,55.802
1191,6374,6374,6374,0,4.807,670.518,49.785
1192,22078,22078,22071,7,12.538,712.562,54.906
1193,29359,29359,29176,183,574.618,731.362,58.040
1194,26276,26276,26250,26,729.203,743.862,57.319
1195,29326,29326,29326,0,352.460,753.260,56.495
1196,26733,26733,26707,26,245.224,843.360,54.098
1197,22724,22724,22724,0,335.329,846.077,54.292
1198,25158,25158,25158,0,984.072,940.480,59.180
1199,55435,55435,55418,17,510.551,955.451,56.935
1200,41599,41599,41489,110,213.925,994.832,58.216
1201,12446,12446,12446,0,219.915,9.003,56.216
1202,17642,17642,17610,32,122.232,57.124,57.398
1203,33764,33764,33753,11,805.061,68.798,56.967
1204,22547,22547,22538,9,872.822,114.098,58.658
1205,18247,18247,18247,0,383.811,229.957,61.645
1206,26591,26591,26591,0,806.094,226.847,58.819
1207,18221,18221,18221,0,9.466,226.790,56.021
1208,35652,35652,35652,0,732.057,271.393,57.748
1209,30953,30953,30949,4,374.257,279.034,56.921
1210,41900,41900,41897,3,712.940,350.533,57.242
1211,23859,23859,23859,0,233.559,366.734,56.295
1212,21209,21209,21209,0,318.801,372.258,54.890
1213,26240,26240,26240,0,253.136,397.278,57.947
1214,23074,23074,23074,0,220.190,485.284,55.481
1215,47311,47311,47213,98,721.117,489.867,58.017
1216,31769,31769,31610,159,666.106,482.695,60.259
1217,29635,29635,29587,48,589.536,570.445,59.620
1218,40902,40902,40863,39,586.197,615.612,57.943
1219,31904,31904,31856,48,693.677,725.775,57.096
1220,28822,28822,28822,0,229.988,785.281,57.032
1221,29284,29284,29283,1,197.626,819.351,57.772
1222,20677,20677,20677,0,130.938,824.467,55.967
1223,25876,25876,25864,12,388.153,839.280,58.214
1224,36629,36629,36629,0,716.958,857.463,57.962
1225,35663,35663,35565,98,268.791,877.161,56.215
1226,17984,17984,17975,9,991.053,1006.411,50.883
1227,21130,21130,21121,9,174.416,17.041,55.993
1228,20020,20020,20018,2,623.471,30.070,56.875
1229,37451,37451,37418,33,440.613,77.897,58.190
1230,23658,23658,23658,0,293.168,142.198,57.369
1231,25706,25706,25706,0,446.406,309.605,58.036
1232,24265,24265,24265,0,414.488,322.057,59.165
1233,21673,21673,21661,12,212.428,330.945,58.238
1234,21794,21794,21792,2,62.131,408.849,57.137
1235,6438,6438,6438,0,659.460,417.656,50.549
1236,18833,18833,18785,48,962.876,424.689,57.604
1237,21548,21548,21548,0,436.677,441.696,58.773
1238,18845,18845,18841,4,1011.408,487.658,59.728
1239,29272,29272,29271,1,507.159,514.919,57.317
1240,16128,16128,16122,6,948.779,516.469,57.951
1241,31297,31297,31189,108,771.067,522.933,58.772
1242,17332,17332,17332,0,126.985,544.015,55.801
1243,25660,25660,25626,34,970.631,590.672,58.337
1244,27482,27482,27363,119,780.424,616.403,56.781
1245,25364,25364,25364,0,238.839,641.032,59.558
1246,37450,37450,37414,36,558.293,655.633,57.983
1247,22925,22925,22922,3,928.024,678.208,56.649
1248,28622,28622,28619,3,246.568,683.709,57.506
1249,26100,26100,26100,0,829.694,736.887,58.040
1250,23961,23961,23945,16,566.771,766.887,60.011
1251,22061,22061,22061,0,161.823,782.617,56.535
1252,21968,21968,21968,0,935.196,793.039,57.311
1253,19355,19355,19355,0,38.968,818.890,57.273
1254,22844,22844,22768,76,672.204,856.830,58.162
1255,28447,28447,28355,92,461.801,883.888,57.183
1256,18859,18859,18859,0,54.072,919.782,55.887
1257,25084,25084,25031,53,139.439,917.770,54.065
1258,19564,19564,19564,0,20.094,982.462,56.245
1259,33981,33981,33894,87,800.187,1001.300,57.845
1260,11739,11739,11739,0,766.474,1015.656,59.095
1261,23694,23694,23666,28,96.386,43.991,58.490
1262,24113,24113,24104,9,1008.445,44.508,59.360
1263,19994,19994,19981,13,122.397,309.340,57.010
1264,27032,27032,27014,18,482.131,311.472,59.974
1265,23701,23701,23701,0,447.017,354.653,59.809
1266,19902,19902,19902,0,21.017,370.831,58.381
1267,25204,25204,25137,67,711.226,424.411,59.695
1268,20290,20290,20290,0,222.877,567.101,57.396
1269,23630,23630,23605,25,300.492,584.050,56.272
1270,15817,15817,15817,0,14.531,624.290,58.328
1271,34761,34761,34751,10,637.012,682.918,59.738
1272,15131,15131,15131,0,1013.943,689.321,58.435
1273,18657,18657,18638,19,48.239,704.820,57.918
1274,17567,17567,17567,0,206.150,717.756,57.995
1275,17502,17502,17502,0,11.903,745.358,55.698
1276,26129,26129,26128,1,824.671,857.695,57.473
1277,32329,32329,32237,92,631.188,859.327,58.364
1278,28416,28416,28407,9,225.942,893.187,58.558
1279,26439,26439,26439,0,626.475,917.828,59.573
1280,21940,21940,21938,2,924.770,41.731,59.173
1281,20093,20093,20093,0,714.502,70.886,59.654
1282,25805,25805,25756,49,479.331,102.587,59.345
1283,24309,24309,24309,0,947.713,82.702,58.867
1284,15599,15599,15599,0,118.034,172.377,58.456
1285,21995,21995,21936,59,63.533,184.428,59.725
1286,22117,22117,22117,0,935.148,324.768,59.949
1287,19248,19248,19248,0,357.338,369.296,59.273
1288,1342,1342,1342,0,39.636,481.230,47.823
1289,17610,17610,17595,15,757.501,483.338,60.056
1290,19386,19386,19386,0,278.432,523.807,58.325
1291,17067,17067,16964,103,400.895,546.399,59.728
1292,21647,21647,21647,0,922.297,592.118,59.662
1293,22745,22745,22745,0,426.037,710.733,59.353
1294,20423,20423,20423,0,178.961,744.093,57.260
1295,22041,22041,22041,0,450.234,792.348,59.257
1296,25265,25265,25254,11,556.874,834.497,59.100
1297,17052,17052,17010,42,312.782,919.375,58.988
1298,25618,25618,25618,0,694.205,927.651,57.576
1299,17583,17583,17427,156,538.597,941.042,62.236
1300,16462,16462,16441,21,97.947,967.612,59.222
1301,35853,35853,35816,37,468.885,992.216,60.048
1302,24781,24781,24712,69,997.154,280.191,60.175
1303,17338,17338,17338,0,390.423,318.583,58.612
1304,33630,33630,33609,21,638.425,349.484,58.840
1305,28450,28450,28450,0,1005.075,360.576,58.824
1306,30175,30175,30155,20,553.484,369.165,59.267
1307,20011,20011,20011,0,398.407,444.339,60.005
1308,22163,22163,22163,0,899.462,469.976,58.277
1309,3910,3910,3910,0,211.249,519.250,51.172
1310,12325,12325,12325,0,29.388,544.916,58.357
1311,13393,13393,13385,8,24.959,650.731,58.953
1312,21298,21298,21298,0,404.938,660.857,59.572
1313,29348,29348,29333,15,723.877,667.484,58.118
1314,29713,29713,29713,0,655.960,762.118,60.037
1315,17588,17588,17588,0,407.034,910.544,60.901
1316,22789,22789,22676,113,306.522,958.339,60.308
1317,14834,14834,14811,23,70.461,30.099,59.413
1318,23540,23540,23540,0,506.450,58.514,58.962
1319,24450,24450,24450,0,65.861,102.110,59.578
1320,18793,18793,18793,0,196.136,143.111,59.273
1321,22844,22844,22844,0,276.113,420.455,58.295
1322,9209,9209,9209,0,155.704,445.591,58.682
1323,16059,16059,16059,0,178.540,481.644,58.127
1324,19618,19618,19603,15,92.928,660.809,58.358
1325,19400,19400,19400,0,793.621,823.414,59.606
1326,18192,18192,18115,77,425.877,859.754,61.229
1327,7786,7786,7786,0,105.436,1015.042,57.093
1328,8122,8122,8122,0,928.365,1016.111,60.930
1329,9628,9628,9628,0,93.268,10.206,60.635
1330,20751,20751,20688,63,284.904,19.766,59.338
1331,25884,25884,25884,0,753.309,142.791,59.295
1332,20414,20414,20414,0,41.782,209.054,60.184
1333,19959,19959,19959,0,309.298,262.801,60.085
1334,388,388,388,0,158.941,352.397,50.923
1335,13862,13862,13862,0,78.896,369.632,60.108
1336,16186,16186,16186,0,156.201,378.732,60.320
1337,19464,19464,19464,0,995.087,423.572,60.127
1338,15705,15705,15705,0,417.012,598.342,60.452
1339,26567,26567,26567,0,787.060,698.462,61.219
1340,16654,16654,16654,0,1005.943,760.055,58.163
1341,2897,2897,2897,0,2.888,772.180,58.710
1342,15370,15370,15362,8,116.397,923.758,60.377
1343,17314,17314,17289,25,366.096,929.509,60.766
1344,17203,17203,17101,102,469.795,929.692,60.388
1345,33623,33623,33450,173,420.556,982.251,60.534
1346,19237,19237,19227,10,277.567,990.521,59.555
1347,16621,16621,16621,0,985.240,124.465,60.666
1348,15101,15101,15101,0,265.517,167.473,61.599
1349,14989,14989,14989,0,216.692,253.607,60.371
1350,18646,18646,18646,0,414.011,266.059,60.670
1351,26763,26763,26763,0,683.351,291.503,61.462
1352,15186,15186,15186,0,44.083,291.926,61.350
1353,11692,11692,11692,0,351.860,430.166,61.160
1354,20766,20766,20766,0,831.843,460.129,60.905
1355,14861,14861,14861,0,1007.349,540.576,60.742
1356,25545,25545,25544,1,687.217,580.671,60.419
1357,18579,18579,18579,0,667.962,704.120,59.943
1358,15760,15760,15720,40,603.810,713.336,60.274
1359,14682,14682,14682,0,325.273,778.412,59.877
1360,15564,15564,15564,0,320.422,868.021,60.750
1361,21524,21524,21471,53,484.767,854.996,61.112
1362,28566,28566,28494,72,492.916,893.517,60.561
1363,12209,12209,12195,14,645.391,34.652,61.142
1364,19245,19245,19206,39,833.789,51.325,61.267
1365,16180,16180,16180,0,972.896,66.949,60.804
1366,15453,15453,15448,5,454.612,259.482,61.610
1367,12579,12579,12573,6,249.043,325.677,62.424
1368,21751,21751,21751,0,856.167,381.430,60.808
1369,23131,23131,23131,0,946.660,461.953,62.023
1370,17801,17801,17801,0,920.866,487.370,61.869
1371,16071,16071,16071,0,456.363,510.729,62.457
1372,15739,15739,15739,0,386.329,524.413,61.780
1373,16742,16742,16742,0,941.233,544.939,60.761
1374,13078,13078,13078,0,96.441,558.877,59.841
1375,18997,18997,18954,43,427.276,559.571,60.468
1376,6501,6501,6501,0,1015.421,615.489,61.263
1377,27682,27682,27625,57,600.001,653.791,61.781
1378,25337,25337,25337,0,902.300,944.671,61.009
1379,6495,6495,6495,0,617.629,6.198,61.578
1380,15650,15650,15650,0,728.599,42.608,61.620
1381,18670,18670,18663,7,467.748,138.654,61.855
1382,30536,30536,30439,97,517.808,171.852,61.286
1383,18072,18072,18072,0,665.602,217.929,62.182
1384,14830,14830,14737,93,603.283,218.213,62.563
1385,21550,21550,21549,1,827.888,279.261,62.430
1386,21518,21518,21439,79,751.228,327.889,61.938
1387,29055,29055,28912,143,673.261,435.201,61.415
1388,20676,20676,20568,108,486.698,475.577,61.904
1389,15224,15224,15224,0,393.121,483.399,61.549
1390,18053,18053,18022,31,777.877,560.459,61.222
1391,17615,17615,17615,0,742.457,593.715,61.125
1392,23008,23008,23008,0,466.405,607.456,61.309
1393,14258,14258,14258,0,160.497,673.148,61.695
1394,14331,14331,14331,0,976.287,740.701,61.462
1395,16564,16564,16564,0,280.141,745.818,61.413
1396,12438,12438,12438,0,741.908,766.203,61.691
1397,23558,23558,23553,5,621.097,780.983,61.505
1398,14463,14463,14462,1,581.052,854.649,62.595
1399,17650,17650,17601,49,651.535,901.324,61.991
1400,8055,8055,8052,3,12.098,916.398,61.420
1401,15755,15755,15748,7,163.724,1006.529,61.046
1402,7406,7406,7404,2,196.278,8.794,61.932
1403,1512,1512,1512,0,42.218,3.014,60.263
1404,15016,15016,15016,0,153.455,77.499,62.174
1405,20739,20739,20721,18,582.234,92.659,61.612
1406,16642,16642,16616,26,966.866,227.295,62.418
1407,13242,13242,13242,0,170.684,264.966,62.350
1408,11582,11582,11582,0,972.074,316.460,61.798
1409,15282,15282,15276,6,825.202,387.339,62.427
1410,18917,18917,18899,18,778.631,431.917,62.344
1411,11217,11217,11217,0,244.327,472.401,61.987
1412,3741,3741,3741,0,56.439,486.401,58.630
1413,6770,6770,6770,0,53.443,502.001,60.742
1414,4670,4670,4670,0,238.849,510.436,60.105
1415,12851,12851,12823,28,654.879,563.991,62.452
1416,22010,22010,22010,0,490.933,560.293,62.059
1417,14031,14031,14031,0,277.086,622.674,61.404
1418,11412,11412,11412,0,132.284,647.829,61.118
1419,13467,13467,13462,5,313.255,656.308,61.336
1420,12786,12786,12786,0,299.988,691.376,62.439
1421,17804,17804,17804,0,707.794,789.314,61.679
1422,17426,17426,17426,0,753.005,848.599,60.974
1423,14440,14440,14440,0,905.047,885.897,61.520
1424,19282,19282,19276,6,694.838,968.672,61.154
1425,17216,17216,17216,0,749.873,963.627,61.790
1426,21151,21151,21052,99,661.080,974.221,61.336
1427,14132,14132,14132,0,861.285,968.443,61.746
1428,16050,16050,16046,4,697.484,1003.496,61.359
1429,7454,7454,7454,0,643.455,8.524,61.439
1430,11982,11982,11982,0,890.104,78.265,63.246
1431,10011,10011,10011,0,258.757,76.337,63.083
1432,10208,10208,10208,0,181.486,83.094,62.360
1433,14218,14218,14218,0,973.668,150.636,62.070
1434,13908,13908,13908,0,444.907,163.656,62.596
1435,3916,3916,3916,0,811.836,287.822,61.106
1436,17019,17019,17019,0,572.422,300.069,62.338
1437,14091,14091,14020,71,813.543,429.181,63.033
1438,13333,13333,13333,0,975.634,560.102,62.002
1439,11896,11896,11896,0,140.624,603.036,62.713
1440,12038,12038,11948,90,803.771,617.298,62.346
1441,17854,17854,17854,0,738.815,644.303,63.369
1442,12366,12366,12366,0,817.003,667.005,63.008
1443,14166,14166,14166,0,375.580,688.552,62.863
1444,12429,12429,12429,0,466.636,702.325,62.626
1445,12631,12631,12631,0,41.737,732.194,61.575
1446,13496,13496,13496,0,884.298,736.112,61.913
1447,13204,13204,13204,0,136.769,745.250,62.619
1448,14673,14673,14673,0,774.093,775.875,61.945
1449,15929,15929,15929,0,486.078,790.022,62.733
1450,10287,10287,10287,0,505.602,836.192,64.035
1451,13838,13838,13838,0,454.031,841.956,62.760
1452,11700,11700,11700,0,173.769,920.090,62.256
1453,14697,14697,14697,0,28.933,940.314,61.436
1454,15471,15471,15471,0,199.127,946.436,61.861
1455,10714,10714,10707,7,431.246,1014.385,63.280
1456,13191,13191,13191,0,238.970,102.213,62.829
1457,9464,9464,9464,0,1013.925,95.060,62.766
1458,11496,11496,11496,0,970.244,100.979,62.569
1459,13884,13884,13884,0,782.101,121.253,62.128
1460,11069,11069,11069,0,947.096,128.056,62.645
1461,11514,11514,11510,4,1008.754,148.418,62.508
1462,16835,16835,16801,34,960.672,178.365,62.765
1463,7257,7257,7257,0,1010.577,187.408,63.912
1464,8358,8358,8358,0,55.536,362.360,62.190
1465,3366,3366,3366,0,134.131,462.387,61.756
1466,4099,4099,4099,0,91.080,483.441,61.968
1467,29699,29699,29687,12,497.839,604.881,61.573
1468,10708,10708,10708,0,108.432,641.285,62.919
1469,13947,13947,13947,0,768.463,736.694,62.893
1470,10845,10845,10845,0,805.089,771.425,63.359
1471,13280,13280,13280,0,230.875,820.567,62.764
1472,9645,9645,9604,41,601.570,845.597,61.998
1473,16184,16184,16184,0,528.652,888.083,63.595
1474,10919,10919,10919,0,345.849,903.555,63.638
1475,11426,11426,11426,0,131.544,957.099,62.032
1476,17486,17486,17408,78,589.013,987.970,62.857
1477,2838,2838,2838,0,575.278,1020.244,60.926
1478,1132,1132,1132,0,728.469,3.275,63.095
1479,11386,11386,11384,2,161.802,38.671,63.268
1480,15124,15124,14988,136,215.602,50.930,63.007
1481,14593,14593,14593,0,567.354,51.334,62.887
1482,13117,13117,13117,0,197.988,110.582,63.386
1483,11604,11604,11604,0,272.524,208.327,63.344
1484,9378,9378,9378,0,925.057,221.912,63.827
1485,9267,9267,9267,0,941.736,285.733,63.931
1486,11378,11378,11378,0,933.568,417.913,63.082
1487,6153,6153,6153,0,9.631,453.167,61.866
1488,829,829,829,0,67.170,494.256,62.801
1489,5543,5543,5543,0,76.239,494.612,63.035
1490,10579,10579,10548,31,795.044,587.963,62.786
1491,7950,7950,7950,0,71.918,675.443,62.587
1492,7518,7518,7518,0,353.477,700.958,63.916
1493,9488,9488,9488,0,350.329,789.622,62.664
1494,10056,10056,10056,0,570.089,814.366,63.823
1495,10322,10322,10314,8,674.486,820.124,63.753
1496,9638,9638,9638,0,58.837,980.228,62.771
1497,11955,11955,11938,17,84.151,1002.810,62.864
1498,8270,8270,8270,0,263.301,252.120,63.974
1499,14236,14236,14236,0,416.306,386.621,63.761
1500,4025,4025,4025,0,90.360,460.126,63.206
1501,683,683,683,0,77.794,488.426,59.836
1502,12991,12991,12991,0,809.271,513.635,63.539
1503,12393,12393,12393,0,718.353,600.613,63.368
1504,5507,5507,5507,0,940.757,851.819,62.994
1505,13333,13333,13295,38,116.843,870.442,63.160
1506,9927,9927,9883,44,773.660,983.231,63.467
1507,14752,14752,14648,104,502.036,995.844,64.282
1508,11487,11487,11468,19,547.858,1007.947,63.957
1509,9828,9828,9828,0,837.424,1010.209,63.142
1510,7784,7784,7784,0,894.732,1011.838,63.025
1511,155,155,155,0,722.858,3.490,62.781
1512,14073,14073,14073,0,327.088,33.654,63.066
1513,9163,9163,9163,0,428.567,25.505,63.569
1514,9284,9284,9284,0,504.226,90.231,63.381
1515,3578,3578,3578,0,871.470,136.253,63.988
1516,6441,6441,6441,0,38.009,141.488,64.154
1517,12101,12101,12099,2,460.125,209.330,64.081
1518,5012,5012,5012,0,53.780,333.855,64.240
1519,4206,4206,4206,0,189.606,500.943,63.694
1520,8423,8423,8421,2,146.713,805.689,63.608
1521,7363,7363,7363,0,354.759,871.515,64.810
1522,10601,10601,10505,96,421.079,945.196,64.705
1523,4783,4783,4783,0,672.204,1016.937,64.048
1524,477,477,477,0,23.524,208.730,61.771
1525,4243,4243,4243,0,1016.200,241.901,64.580
1526,4513,4513,4513,0,147.672,270.197,63.349
1527,7874,7874,7874,0,861.934,288.234,64.168
1528,4143,4143,4143,0,9.833,287.321,63.278
1529,4449,4449,4449,0,119.717,344.116,63.811
1530,5688,5688,5688,0,31.320,405.439,63.372
1531,8941,8941,8941,0,876.093,432.417,63.756
1532,2882,2882,2882,0,154.414,481.200,64.215
1533,294,294,294,0,83.626,487.350,63.442
1534,9389,9389,9389,0,807.175,549.192,64.575
1535,8714,8714,8714,0,838.293,693.095,63.766
1536,5804,5804,5804,0,924.757,821.567,64.332
1537,5884,5884,5884,0,79.109,927.576,63.992
1538,7753,7753,7753,0,166.827,963.630,64.816
1539,6242,6242,6242,0,41.381,989.975,63.832
1540,1296,1296,1296,0,121.613,3.201,63.902
1541,7682,7682,7682,0,1000.265,70.548,64.314
1542,8282,8282,8282,0,767.821,80.968,64.607
1543,10305,10305,10305,0,300.036,175.020,64.144
1544,10124,10124,10124,0,961.798,260.686,64.122
1545,1513,1513,1513,0,272.998,356.884,64.562
1546,7551,7551,7551,0,941.655,357.882,64.471
1547,7969,7969,7969,0,945.462,380.572,64.247
1548,4439,4439,4439,0,221.243,512.318,64.998
1549,2222,2222,2222,0,153.301,534.860,65.297
1550,10090,10090,10077,13,529.766,568.382,64.932
1551,3805,3805,3805,0,610.487,736.244,66.037
1552,90,90,90,0,514.656,887.567,60.878
1553,6130,6130,6111,19,823.320,921.144,64.946
1554,284,284,284,0,966.972,940.359,61.940
1555,9615,9615,9615,0,606.946,947.176,64.648
1556,628,628,620,8,513.382,1020.124,63.570
1557,1092,1092,1092,0,139.266,1020.205,62.289
1558,7024,7024,7024,0,365.237,8.506,64.646
1559,1402,1402,1402,0,498.293,3.192,65.462
1560,7332,7332,7332,0,504.717,23.613,64.760
1561,6525,6525,6435,90,928.040,20.867,65.278
1562,6673,6673,6673,0,353.635,42.679,64.675
1563,8484,8484,8480,4,383.256,42.796,64.550
1564,106,106,106,0,110.906,342.019,62.972
1565,428,428,428,0,208.327,452.231,62.666
1566,79,79,79,0,675.215,509.886,67.025
1567,273,273,273,0,13.678,581.842,64.777
1568,8902,8902,8871,31,469.075,735.082,64.633
1569,1526,1526,1526,0,941.818,838.853,64.102
1570,2337,2337,2337,0,470.613,75.379,66.268
1571,4291,4291,4291,0,98.606,96.003,64.984
1572,5947,5947,5947,0,431.927,133.409,65.815
1573,3056,3056,3056,0,978.456,205.241,65.497
1574,1686,1686,1686,0,280.486,358.065,66.564
1575,2407,2407,2407,0,1018.081,393.595,65.610
1576,1618,1618,1618,0,221.509,464.651,65.052
1577,1028,1028,1028,0,171.401,461.761,65.305
1578,6608,6608,6574,34,713.582,539.052,65.355
1579,3730,3730,3730,0,193.972,677.908,65.465
1580,5032,5032,5032,0,687.314,762.547,65.327
1581,6707,6707,6707,0,92.289,796.032,65.032
1582,4430,4430,4430,0,882.434,822.722,65.191
1583,4099,4099,4099,0,752.789,874.926,65.347
1584,4557,4557,4430,127,40.521,22.298,65.568
1585,2284,2284,2284,0,1012.711,124.408,65.803
1586,2978,2978,2978,0,329.970,212.063,65.889
1587,2601,2601,2601,0,128.428,257.314,64.967
1588,2705,2705,2705,0,1014.552,303.435,66.530
1589,2649,2649,2649,0,151.766,314.233,65.091
1590,268,268,268,0,157.507,434.362,64.907
1591,5187,5187,5187,0,868.133,463.809,65.623
1592,3531,3531,3503,28,883.218,519.641,65.457
1593,5297,5297,5295,2,737.570,533.630,65.611
1594,1421,1421,1421,0,1000.705,666.266,65.918
1595,4764,4764,4764,0,100.298,728.617,65.545
1596,2293,2293,2293,0,933.728,765.645,65.633
1597,4574,4574,4574,0,837.798,832.199,65.473
1598,1540,1540,1540,0,703.510,116.448,66.866
1599,228,228,228,0,346.991,273.605,65.461
1600,2738,2738,2738,0,351.085,281.499,65.630
1601,946,946,946,0,599.352,305.860,66.200
1602,67,67,67,0,155.388,439.642,66.881
1603,702,702,702,0,1017.266,455.989,64.259
1604,104,104,104,0,189.452,687.385,64.173
1605,3433,3433,3433,0,135.783,852.731,66.168
1606,2207,2207,2207,0,688.167,863.451,66.174
1607,343,343,343,0,136.204,922.813,65.802
1608,467,467,467,0,55.330,241.317,65.792
1609,1258,1258,1258,0,819.317,315.785,66.349
1610,426,426,426,0,967.291,480.594,66.915
1611,1173,1173,1173,0,135.221,520.346,66.241
1612,1387,1387,1387,0,254.850,525.637,66.478
1613,132,132,132,0,62.818,540.727,66.909
1614,441,441,441,0,17.692,582.710,65.422
1615,2985,2985,2985,0,70.495,724.410,66.101
1616,248,248,248,0,256.145,730.387,64.435
1617,4325,4325,4325,0,266.306,781.370,66.246
1618,2627,2627,2627,0,114.332,829.959,66.274
1619,2820,2820,2820,0,145.200,891.176,66.185
1620,1454,1454,1454,0,951.094,919.925,66.685
1621,322,322,322,0,326.773,935.953,65.469
1622,2549,2549,2549,0,50.124,1014.890,66.121
1623,1563,1563,1563,0,574.133,5.106,66.667
1624,1590,1590,1590,0,9.353,8.392,66.698
1625,1756,1756,1756,0,402.471,96.062,66.853
1626,2498,2498,2498,0,538.219,128.076,67.203
1627,1576,1576,1576,0,545.742,222.390,67.072
1628,1169,1169,1169,0,243.639,265.862,67.029
1629,989,989,989,0,99.798,287.824,66.215
1630,261,261,261,0,82.146,309.157,67.341
1631,741,741,741,0,330.221,331.973,68.043
1632,702,702,702,0,101.413,388.009,65.956
1633,839,839,839,0,802.334,401.503,66.982
1634,4126,4126,4126,0,534.731,425.399,66.672
1635,236,236,236,0,137.339,529.411,65.496
1636,3340,3340,3340,0,324.790,571.020,66.602
1637,296,296,296,0,963.115,618.679,66.419
1638,2082,2082,2082,0,218.690,856.826,66.696
1639,2661,2661,2661,0,559.007,884.245,66.653
1640,379,379,379,0,326.198,940.483,66.551
1641,2199,2199,2199,0,634.708,989.197,66.741
1642,65,65,65,0,544.662,213.169,67.292
1643,1263,1263,1263,0,868.148,226.923,67.260
1644,2075,2075,2075,0,306.324,427.941,66.943
1645,664,664,664,0,294.452,477.553,66.880
1646,913,913,913,0,328.751,498.141,66.988
1647,1147,1147,1147,0,544.616,912.861,66.946
1648,555,555,555,0,125.514,20.805,67.308
1649,288,288,288,0,430.851,50.441,67.372
